PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
NHl0E,r4rk1/5pp1/p3p2P/1p2n2Q/2p5/2P5/PPBq1P2/1K4Rb b - - 0 24,d2f2 c2h7 g8h7 h6g7 h7g8 h5h8,2439,94,86,710,advancedPawn discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/EpwKUUOp/black#48,
EeFEV,r1b1qk1r/1ppnn1b1/p3Q2p/2B1p2B/2P1p2p/2N3P1/PP3P1P/3RK2R b K - 3 16,d7c5 e6f7 e8f7 d1d8 f7e8 d8e8,2439,81,91,1396,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/ytxHVBnu/black#32,Modern_Defense Modern_Defense_Averbakh_System
dYYZ0,r5k1/5R2/2P3rB/2qPp3/1pn1P3/p6Q/6P1/R6K b - - 0 38,g8f7 h3f5 g6f6 f5h7 f7e8 h7d7,2438,96,87,547,exposedKing long master masterVsMaster mate mateIn3 middlegame,https://lichess.org/ZF1S71A5/black#76,
Jwxdh,1Q5r/3r1k2/5Bpq/8/3pP1P1/3Pb2n/PPP3B1/R4R1K w - - 1 39,f6g5 h3f4 g5h6 h8h6 g2h3 h6h3,2438,97,79,636,discoveredAttack exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/jlMJvxdw#77,
mL09U,7r/p2r1p1p/2R2p2/7k/6R1/6PP/PP1b1P2/6K1 b - - 0 28,f6f5 g4h4 h5g5 c6h6 f5f4 h4h5,2438,79,76,236,endgame long mate mateIn3,https://lichess.org/If71BKz9/black#56,
pbhsM,4Q3/5pk1/p5p1/Q1pP4/2Pn2p1/P2N4/3N1K1q/4R3 w - - 3 35,f2e3 d4c2 e3e4 f7f5,2438,85,94,78,fork mate mateIn2 middlegame short,https://lichess.org/PXtKKczN#69,
zBLFK,8/2R1P3/3N3p/2Np2p1/3P2P1/4r1r1/2k1K3/8 w - - 5 70,e2f2 c2d1 e7e8q e3f3,2438,82,92,3484,endgame mate mateIn2 short,https://lichess.org/ZdpJaqgk#139,
VZp9O,r1b2k1b/ppNn4/5p1B/4n3/2B3p1/4Q3/PPPK2P1/q7 b - - 2 21,h8g7 e3a3 d7c5 a3c5,2438,81,80,216,mate mateIn2 middlegame short,https://lichess.org/1CXTqvt5/black#42,
kxSK3,7r/rp6/6pk/4PpP1/3R3P/p3NK2/8/8 b - - 0 42,h6h5 e3f1 f5f4 d4f4 a3a2 f1g3,2437,81,91,1569,capturingDefender endgame long mate mateIn3 quietMove,https://lichess.org/6RVljD3C/black#84,
RiedJ,4RB2/1b4pk/7p/p4p2/6KP/1n3r1P/1P6/6R1 w - - 0 36,g4h5 f3g3 g1g3 b7f3 g3f3 g7g6,2437,80,96,382,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/isxDMZhv#71,
wXcKI,r3r3/1p3p1Q/2p1bk1p/q1n5/1bP2p1N/pP2B1PP/P5B1/1R1R2K1 b - - 1 27,f4e3 h7h6 f6e7 h4f5 e6f5 h6d6,2437,83,94,5633,dovetailMate exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/QPX1rvyh/black#54,
dUe90,1r6/6pk/5p1p/2R5/3P4/4PpPq/5P2/2Q3K1 w - - 0 47,c1f1 h3f1 g1f1 b8b1 c5c1 b1c1,2437,82,83,573,attraction endgame long mate mateIn3,https://lichess.org/OFf5UVDj#93,
PNQ8h,k1r5/5R1p/p4n2/1p2Q3/1q1nP3/3B4/2P2P1P/2KR4 w - - 1 28,f7f6 c8c2 d3c2 d4e2,2437,105,88,1557,mate mateIn2 middlegame sacrifice short,https://lichess.org/3HOrAFka#55,
tSbpM,8/4p2p/p1R3p1/4k3/5N2/4P2P/rr3nP1/5RK1 b - - 2 29,g6g5 c6e6 e5f5 g2g4 f2g4 e3e4,2436,84,80,174,endgame long master mate mateIn3,https://lichess.org/GPKpXNbS/black#58,
Gnyjk,1k3r2/pb6/1p1p2Q1/2p5/3nP3/P1qP3R/2P2PP1/2RK4 b - - 0 25,f8f2 g6d6 b8a8 d6d8 b7c8 d8c8,2436,75,91,2002,long mate mateIn3 middlegame queensideAttack,https://lichess.org/VoUo1T1B/black#50,
ryLOa,6kr/rb2Qp1p/1p1p2p1/1B1q4/P2b4/5P2/3B2PP/3RR2K b - - 2 22,d5f3 e7f8 g8f8 d2h6 d4g7 e1e8,2436,78,78,269,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/yTJAMdgO/black#44,
epmtz,6k1/R6p/5Bp1/1r6/3P1P2/2r5/6PP/6K1 w - - 0 34,d4d5 b5b1 g1f2 b1b2 f2e1 c3c1,2436,80,95,2069,endgame long mate mateIn3,https://lichess.org/OBCxGWBs#67,
PSyUj,2kr4/Qpp2p2/3q4/2Np1n1p/1P1n4/P2P3p/3B1P2/2R1RKr1 w - - 2 25,f1g1 d6g6 d2g5 g6g5 g1f1 g5g2,2436,76,91,1317,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/zf9Yyoob#49,
NpzId,4r1rk/2RN2b1/5N1p/1p2p2b/3nQp1q/1P1P1P2/PB3Rn1/6K1 b - - 3 35,g7f6 e4h7 h8h7 d7f8 h7h8 c7h7,2436,98,89,454,attraction doubleCheck exposedKing kingsideAttack long master masterVsMaster mate mateIn3 middlegame sacrifice,https://lichess.org/GewqZoPw/black#70,
WtGET,3r3r/p1n2ppp/8/3bN3/5RPk/4BP2/P5KP/8 b - - 0 25,f7f6 e3f2 h4g5 f4f5 g5h6 f5h5,2435,77,93,3342,long mate mateIn3 middlegame,https://lichess.org/hbxgYLuP/black#50,
xiLHx,3rr1k1/pb2pRb1/1pq1PnN1/2p5/2B5/7Q/PP4PP/5RK1 b - - 9 27,c6e4 f7f8 e8f8 g6e7,2435,77,93,3685,deflection kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/SR7A5NYJ/black#54,
QJVrZ,r4rk1/1b1p3p/4p1p1/p2nPp2/2N5/P2B2Pq/1P1Q1P1P/4RRK1 w - - 1 26,c4d6 h3g2 g1g2 d5f4 g2g1 f4h3,2434,74,93,5523,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/Mm0Eigt4#51,
FOVKT,3r3k/pb4pp/1p1b4/2p5/1PB5/1P2PrPq/1B2QP1P/R4RK1 w - - 1 21,a1a7 h3g2 g1g2 f3g3,2434,82,67,99,attraction doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/99nepeHc#41,
r4WCI,1r3k2/p3N2R/3p1pP1/5P2/3RP3/2K5/br6/8 w - - 3 38,e7c6 b8b3 c3c4 b3a3,2434,77,66,465,discoveredAttack endgame mate mateIn2 short,https://lichess.org/Ex1bRsuY#75,
Jb7xe,4rn2/pp3k2/1q1p2RB/2pP1Q1n/2Pb4/2N5/PP4KP/8 b - - 2 31,d4f6 f5f6 h5f6 g6g7,2434,81,96,369,mate mateIn2 middlegame sacrifice short,https://lichess.org/LVMdcj5v/black#62,
FGAZD,5rk1/5pp1/8/4p3/Qp2b1Pq/4b2P/4B2K/3R1R2 w - - 2 35,a4b4 e3g1 f1g1 h4f2 g1g2 f2g2,2434,82,92,2843,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/ayTN1nLS#69,
GTpcQ,4R2k/2q5/p5p1/1pBp1nN1/3b1r2/8/PP6/1K4R1 b - - 1 32,h8g7 c5f8 g7f6 e8e6,2434,91,88,193,mate mateIn2 middlegame short,https://lichess.org/0BscXl6X/black#64,
IXOC2,2r3k1/1br1np1p/pq2p3/1p1pP1pN/3P3N/1P2Q3/P4PPP/1R3R1K b - - 1 24,g5h4 e3h6 e7f5 h5f6 g8h8 h6h7,2433,77,90,955,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/27VgiZjI/black#48,
XDKwG,r4rk1/1p3pp1/pq1N2np/7n/2Q2P2/1BN4P/PPP3b1/3RR2K w - - 0 24,h1g2 g6h4 g2h1 h5g3 h1h2 b6f2,2433,101,89,655,long mate mateIn3 middlegame,https://lichess.org/9ZjeHJnJ#47,
MT0Et,8/8/r5pp/PR3pk1/8/1pB3PP/2b2P1K/8 b - - 2 44,h6h5 c3g7 h5h4 f2f4 g5h5 g3g4,2433,77,94,680,endgame long mate mateIn3 quietMove,https://lichess.org/6xxi9YiF/black#88,
KlmIh,6k1/R5pp/3R4/8/5rKP/1P6/P1P2r2/8 w - - 5 30,g4h5 f4f5 h5g4 h7h5 g4h3 f5f3,2433,88,92,2853,endgame long mate mateIn3 rookEndgame,https://lichess.org/5x7ZQMZO#59,
ApwwB,r4b1k/pbp4p/1p1npNp1/7q/2PQ4/P2n3P/1P2N1P1/R4RK1 b - - 3 24,h5e2 f6e8 h8g8 d4h8 g8h8 f1f8,2432,77,93,4550,attraction deflection discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/46gr6p9K/black#48,
rPQH6,4rk2/1Q3pp1/p3rq2/3p4/8/2PB3P/PP3PPb/R3R1K1 w - - 1 22,g1f1 f6f2 f1f2 e6f6 d3f5 f6f5,2432,78,92,1239,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/zRs2yv4k#43,
387Ez,3q3r/p1p2ppp/1r2b3/4p1PP/2Pp1k2/b2P1PB1/PP1NP3/R4KNR b - - 0 19,f4g3 e2e3 e5e4 d2e4,2432,90,81,194,mate mateIn2 middlegame short,https://lichess.org/153SPEAX/black#38,Grob_Opening Grob_Opening_Grob_Gambit
brGRK,3qrn1k/2r3Rp/1p3p1Q/p2pPN2/8/8/PP4PP/6K1 b - - 3 32,d8c8 g7c7 c8c7 h6f6 h8g8 f5h6,2432,77,94,3310,long mate mateIn3 middlegame,https://lichess.org/19K3v8Bc/black#64,
SLIEw,8/K6R/1P3kp1/p7/1r4pP/4R3/2r5/8 b - - 9 56,c2b2 e3e7 g6g5 h4h5 g4g3 h7f7,2431,82,77,619,endgame long mate mateIn3 quietMove rookEndgame,https://lichess.org/E428fAdu/black#112,
xhZoR,r6k/pp1b4/2p2Np1/2r1bpB1/8/P7/1P3PP1/1K5R b - - 1 29,h8g7 h1h7 g7f8 g5h6,2431,77,93,3684,mate mateIn2 middlegame short,https://lichess.org/6z6FaSCN/black#58,
enMMN,6k1/p1p3pp/1p1p3r/3Pp3/1PP1Rn2/P4Pqb/2Q2RP1/5B1K w - - 0 28,g2h3 f4h3 f1h3 g3h3 h1g1 h3h1,2431,89,90,169,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/PB0fB55m#55,
ujnws,5k2/p5pp/2b5/B1pn4/4q3/1QP3P1/PP3P1P/3R2K1 w - - 2 26,d1f1 e4g2 g1g2 d5f4 g2g1 f4e2,2431,92,89,1223,attraction doubleCheck endgame long mate mateIn3 sacrifice,https://lichess.org/er5jHjKb#51,
Ivy4s,r3r1k1/pbp2p2/1p5p/4P3/3Pn3/1NP1Q1Pq/PP2B2P/R3R2K w - - 7 29,e2f1 h3f1 e1f1 e4f2 h1g1 f2h3,2431,87,99,123,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/HRhlkD49#57,
g1fmU,8/RB5R/4bkp1/8/6n1/6P1/4rPKP/8 w - - 1 39,b7f3 g4e3 g2h1 e2e1,2431,81,93,4639,endgame mate mateIn2 pin short,https://lichess.org/PxAt3BBK#77,
4DPL3,3Q3k/1p2rpp1/6p1/2p1b3/1q4P1/1P3N1P/5P2/6K1 b - - 1 31,h8h7 f3g5 h7h6 g5f7 e7f7 d8h4,2431,86,92,3556,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/HntcpRkG/black#62,
npp0c,7k/p5p1/2p2p2/q2p1Q1P/2pP4/b1P2NP1/Pr2rP2/R2K3R w - - 3 25,h5h6 a5a4 d1c1 b2b5,2430,82,85,101,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/LV3Sh3nV#49,
PnnMe,7r/p4pp1/1pq1pn1p/8/Pk6/2r5/4QPPP/RR4K1 b - - 1 29,b4a5 e2b5 c6b5 a4b5 c3a3 a1a3,2430,84,91,3514,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/Rm1gw2ER/black#58,
3CmU2,r4rk1/pp5p/2p2Np1/2Q2b2/2PB1P2/K2P4/P7/3q1n2 b - - 0 28,g8g7 c5e7 f8f7 f6g4 g7g8 g4h6,2430,94,87,321,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/clftyKv6/black#56,
n6V6k,r4br1/6p1/pR5p/2kpN3/8/1Rn5/5PPP/5K2 b - - 11 37,c3e4 b6c6 c5d4 e5f3,2430,127,82,32,mate mateIn2 middlegame short,https://lichess.org/GiTOhK4I/black#74,
CniI2,7R/5pp1/r5kp/1p3b2/2p2Q1P/P1P3P1/2q3PK/8 b - - 3 38,a6f6 f4g5 h6g5 h4h5,2430,82,85,73,endgame mate mateIn2 sacrifice short,https://lichess.org/hecK3GEc/black#76,
wZ4Lk,4R1b1/1Q6/2pp1k1q/8/8/2N4n/PP4P1/6K1 w - - 0 44,g1f1 h6c1 f1e2 g8c4 e2f3 c1f4,2430,91,88,221,endgame long mate mateIn3,https://lichess.org/mV2DDWjp#87,
2aXgA,3Q1b2/6kp/1B4p1/4p3/1p2PpP1/1Q3PqP/3R4/2r2K2 w - - 0 43,f1e2 g3g2 e2d3 g2f3 b6e3 f3e3,2429,83,92,1236,deflection long master mate mateIn3 middlegame,https://lichess.org/VL3wSNOF#85,
Pu1PD,6k1/4R3/7P/p5K1/5P2/rp2p3/8/8 b - - 0 55,b3b2 h6h7 g8h8 g5h6 e3e2 e7e8,2429,80,81,221,advancedPawn endgame long mate mateIn3 rookEndgame,https://lichess.org/YqwTSO80/black#110,
O8t2r,5r2/7k/R5p1/1p3n1p/3P1PKP/1PP2P2/P2B4/8 w - - 0 41,g4g5 f5g7 a6f6 g7e6 f6e6 f8f5,2429,76,92,901,endgame long mate mateIn3 quietMove sacrifice,https://lichess.org/cjCGBMys#81,
GWUgH,8/3Qbk1p/2p2p2/p2p4/4qNKP/2P3P1/PP3P2/8 w - - 18 43,d7c6 h7h5 g4h5 e4f5 h5h6 e7f8,2429,88,90,1013,attraction endgame long mate mateIn3 pin,https://lichess.org/xvtu8qmZ#85,
50ezx,rn3r1k/pp4b1/2p4p/2P3pq/1P1NpP2/1Q3nPb/PB2NPB1/1R1R1K2 w - - 0 21,d4e6 h3g2 f1g2 h5h2 g2f1 h2h3,2429,97,89,466,attraction long mate mateIn3 middlegame,https://lichess.org/D07A1YZL#41,
pp6di,2kr1b1r/Qppnpppp/q7/1N1P4/5B2/6N1/PP3PPP/n1R3K1 b - - 5 15,a6a7 c1c7 c8b8 c7c8 b8c8 b5a7,2428,80,59,97,attraction doubleCheck long mate mateIn3 middlegame queensideAttack,https://lichess.org/7WbfV6s5/black#30,Scandinavian_Defense Scandinavian_Defense_Portuguese_Variation
8GWW9,8/1bp2pk1/p2p2pp/1p1nr3/3Q4/2N3Pq/PPB2P1P/4RRK1 w - - 0 26,f2f4 h3g2 g1g2 d5f4 g2g1 f4h3,2428,79,97,147,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/msxohiLH#51,
Tzs9P,8/6pk/5p1p/1PQ2P1K/6PP/8/4q3/8 w - - 1 43,c5c6 e2e7 g4g5 e7e2 c6f3 e2f3,2428,84,75,126,endgame long mate mateIn3 queenEndgame quietMove,https://lichess.org/eaEyK4yS#85,
30E9n,r2q1b1r/1ppn1Bpp/p1k1R3/3N4/PPN5/3P4/2P2PPP/R2b2K1 b - - 2 17,f8d6 c4a5 c6d5 e6e4,2428,93,89,918,discoveredAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/D2KKwl56/black#34,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
2qraH,8/pp1Q2k1/2n3p1/4p1Np/4P2R/PP4P1/K1p1rr2/2q5 b - - 3 39,g7h6 h4h5 g6h5 d7h7 h6g5 h7g7,2428,86,86,326,long mate mateIn3 middlegame sacrifice,https://lichess.org/iqGyMCt6/black#78,
QNGj8,4rr2/ppq2pk1/2pb3N/3p3Q/3PR3/2P4P/PP3PP1/R5K1 b - - 0 21,d5e4 h6f5 g7f6 h5h6 f6f5 g2g4,2428,80,82,517,long mate mateIn3 middlegame sacrifice,https://lichess.org/d0L1hjCx/black#42,
BDlGp,1r1R3k/3P1Q2/6p1/p5Kp/P2b1P2/1p1q2P1/7P/8 b - - 0 48,b8d8 g5h6 g6g5 f7e8 d8e8 d7e8q,2428,75,94,3578,advancedPawn endgame exposedKing long master mate mateIn3 promotion,https://lichess.org/fwtTVSBZ/black#96,
KmMdA,8/4R3/p4rk1/2pr2p1/3p1pK1/1P6/P1P5/7R b - - 3 46,d4d3 e7h7 d3d2 h1h6,2427,75,92,1506,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/xJwOPgnk/black#92,
PtAJt,8/8/8/1r3p2/2n4P/3B2Pk/1p3K2/4R3 b - - 3 46,b5b4 e1h1 h3g4 d3e2,2427,77,94,959,endgame mate mateIn2 short,https://lichess.org/AR2YOTfJ/black#92,
uZ7MV,8/6rk/8/2Qp3p/P2P4/2P1qP2/5R2/6K1 w - - 2 45,g1f1 e3d3 f2e2 d3d1 e2e1 d1f3,2427,76,92,1853,endgame exposedKing long mate mateIn3,https://lichess.org/6vrfS3No#89,
mgKJh,6r1/8/p4p1k/1ppPq2r/3pP3/1P1Q3B/P7/3R1R1K w - - 2 36,f1f5 e5e4 d3e4 h5h3,2427,80,92,2414,deflection master mate mateIn2 middlegame sacrifice short,https://lichess.org/8mHXyFtp#71,
hy4Cy,3r1k2/1b6/p3p2Q/1p2PB2/5n2/4q3/P5PP/5R1K b - - 0 28,f8e7 h6g7 e7e8 f5g6 f4g6 g7f7,2426,80,91,2280,long mate mateIn3 middlegame sacrifice,https://lichess.org/kQUj4bI6/black#56,
Hgrd1,1r6/4ppkp/6p1/4P2P/1RpN3P/2P2P2/1qNQ2K1/2r5 b - - 3 29,b8b4 d4f5 g6f5 h5h6 g7h8 d2d8,2426,76,85,406,endgame long mate mateIn3 sacrifice,https://lichess.org/UQ707UCy/black#58,
BwZJM,r4b1r/pp2q1p1/1k1NBn1p/2R5/4PB2/3N4/PP4PP/7K b - - 0 20,e7e6 d6c4 e6c4 f4c7 b6a6 c5a5,2426,79,91,3218,clearance exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/Z3NjQEOx/black#40,
SHXRB,1r5k/r4p1P/2n1p2B/1pbn1pN1/8/2P5/P4P2/K5RR b - - 3 34,d5c3 h6g7 h8g7 h7h8q g7g6 g5h7,2426,78,80,486,advancedPawn attraction discoveredAttack exposedKing long mate mateIn3 middlegame promotion,https://lichess.org/nm8UcdqW/black#68,
4V0AV,7Q/3R4/p4bqk/1p2pp2/1P1n4/P2R1P1P/6PK/2r5 b - - 9 45,h6g5 h3h4 g5f4 h8h6 g6h6 g2g3,2426,77,91,2527,long mate mateIn3 middlegame sacrifice,https://lichess.org/R4jfFXb0/black#90,
z6VS4,2kr3r/ppp2pp1/3b1n1p/3Pn1Nq/6b1/2N4P/PP2BPP1/R1BQ1RK1 w - - 0 13,h3g4 h5h2 g1h2 e5f3 h2h3 h6g5,2425,75,91,2851,attraction discoveredAttack doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/lfrqhf1T#25,Danish_Gambit_Declined Danish_Gambit_Declined_Sorensen_Defense
6Qb48,rn4k1/ppp2r1p/1b5q/4Q1N1/3P1P2/2P5/PP5P/2K3R1 b - - 0 24,b8d7 e5h8 g8h8 g5f7,2425,80,92,5276,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/ZdOv5mZf/black#48,
viEeS,2Q3k1/1p3pp1/8/pP2R3/Pr5p/7P/3r1qP1/4R2K b - - 1 34,g8h7 c8h8 h7g6 h8h5 g6f6 h5g5,2425,77,92,4215,endgame long mate mateIn3,https://lichess.org/oesUvxNc/black#68,
DwYOr,1r3rk1/3b2p1/p4bP1/q1N5/1npN4/4BP2/1PPQ4/2KR3R w - - 2 25,d4b3 a5a1 b3a1 b4a2 c1b1 b8b2,2425,75,93,3737,discoveredAttack long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/qTzoFPWC#49,
YXBaS,1Q5R/4kpp1/2q5/pp2p1P1/3bN3/P4PK1/2r5/8 b - - 6 37,c2c1 h8e8 c6e8 b8d6,2425,79,91,3594,endgame mate mateIn2 sacrifice short,https://lichess.org/YcUaih1i/black#74,
JZNLp,r4b1r/pppqkp2/2n2Npp/4pbN1/2P4Q/3P4/PP3PPP/R1B1K2R b KQ - 3 12,e7f6 g5h7 f6g7 h4h6 g7g8 h7f6,2425,83,93,1736,doubleCheck long mate mateIn3 middlegame,https://lichess.org/LsdBkTB2/black#24,Four_Knights_Game Four_Knights_Game_Italian_Variation
mPy3L,5k2/p1q5/3pp2Q/1p6/2rpb3/6R1/PPP5/2K5 b - - 1 29,f8e8 h6e6 c7e7 g3g8,2425,79,83,477,endgame fork mate mateIn2 short,https://lichess.org/cZrtTdmN/black#58,
Bkwmu,2r4k/pp4pp/4b3/Q7/4Pp1q/8/PPPBBPKn/R3R3 w - - 8 24,e1h1 f4f3 e2f3 h4h3 g2g1 h2f3,2424,79,89,240,deflection fork long mate mateIn3 middlegame,https://lichess.org/mDvEpFqL#47,
ls5VE,5r1k/pp1bNpP1/3p2P1/1q2pPp1/4P3/3P4/PPr5/3RKB1R b K - 0 27,h8g7 h1h7 g7f6 e7g8 f8g8 h7f7,2424,96,87,566,deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/7tSSjkad/black#54,
kVht9,2rb2k1/5pp1/3Np1n1/4P3/2Q4p/6P1/1B3PKP/3q4 w - - 0 28,c4c8 h4h3 g2h3 g6f4 g3f4 d1f3,2424,74,93,4352,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/temm2o2I#55,
JO5G0,rn1qr3/ppp2pp1/6k1/3n2Nb/3P1bP1/3Q3P/PPP2K2/R1B4R b - - 1 14,g6h6 d3h7 h6g5 h7f5 g5h6 f5h5,2424,77,90,1326,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/wudicYrY/black#28,French_Defense French_Defense_La_Bourdonnais_Variation
Iuvbs,8/7k/4Q3/6pp/2Pbp3/1P5P/P2qRKP1/8 w - - 3 44,f2f1 d2f4 f1e1 f4c1,2424,82,92,3606,endgame mate mateIn2 short,https://lichess.org/pWRBZ99D#87,
eLyMd,8/5kp1/7p/4PQ2/3N3B/b6P/5PPK/q2q4 b - - 3 45,f7e8 f5g6 e8f8 d4e6 f8g8 g6g7,2424,85,88,154,endgame exposedKing long mate mateIn3,https://lichess.org/Ya38pqaz/black#90,
isYRa,r1b2rk1/p2p1Npp/2p1p3/8/8/3n1R2/PPP3PP/5RK1 b - - 0 20,d3b2 f7h6 g7h6 f3g3 g8h8 f1f8,2424,88,89,563,deflection discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/v1Irbu1F/black#40,
N2BWo,2kr3r/p1p1ppb1/Np2b2p/1N2P1p1/4B3/4K3/PP4PP/2R5 b - - 3 24,g7e5 b5a7 c8d7 e4c6 d7d6 a7b5,2424,80,91,151,long mate mateIn3 middlegame queensideAttack,https://lichess.org/yzIm4IIs/black#48,
0gP2J,r1b3k1/ppp2p1p/2p5/8/3q2p1/2PPr1KP/PP4P1/RNBQ1B1R w - - 2 17,g3h2 e3h3 g2h3 d4f2 f1g2 g4g3,2424,79,92,1377,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/2RQ8kEKu#33,Russian_Game Russian_Game_Stafford_Gambit
W797d,1q3K2/4PQpk/7p/5P2/3q2P1/8/6P1/8 w - - 2 62,e7e8q b8b4 e8e7 d4d8 f7e8 b4e7,2423,77,91,2848,endgame long mate mateIn3 pin queenEndgame,https://lichess.org/R5oLM8kz#123,
FjQKC,5rk1/pR2pB1p/2nP2pQ/2p3Pb/4P1P1/8/P2q1P2/5K1R b - - 0 22,g8f7 b7e7 c6e7 h6h7 f7e6 h7e7,2423,86,91,1238,long mate mateIn3 middlegame sacrifice,https://lichess.org/4VkXNeuR/black#44,
d4QnO,r1b5/pp1p3k/3N2p1/3Q3p/3bBP2/4qKP1/P3n2P/R6R w - - 10 30,f3g2 e2f4 g3f4 e3e2 g2h3 e2g4,2423,86,84,60,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/sxuGz8El#59,
AMZ8i,1r4r1/2q1b2k/p3p2p/3b1n1Q/p2PpP2/2P1P2B/5B1P/1R4RK b - - 1 33,b8b1 h5f7 f5g7 f7g6 h7h8 g6h6,2423,80,91,1530,deflection long master mate mateIn3 middlegame,https://lichess.org/6aqk6xCL/black#66,
3xHJ2,r4r2/4ppk1/2p5/2np1p1P/1p6/1P2P2B/qKPPQ3/1N1R3R w - - 2 23,b2c1 a2c2 c1c2 a8a2 c2c1 c5b3,2423,87,91,1370,attraction deflection long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/FvYtpvDt#45,
yqyL4,rnbq2nr/pppk4/3bQ2p/8/2B1Pp1P/8/PPPP2P1/RNB1K2R b KQ - 2 11,d7c6 e6d5 c6d7 d5f5 d7c6 f5b5,2423,80,87,302,exposedKing long mate mateIn3 middlegame,https://lichess.org/LbQrh4gQ/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
7AHSr,6k1/2p3p1/5q1p/3Pn3/PP1KBp2/2N2P2/1B3Q2/8 w - - 5 40,f2g2 f6b6 d4e5 b6f6,2423,81,92,4073,endgame mate mateIn2 sacrifice short,https://lichess.org/m3eXSyJj#79,
Wp1Gw,r3k2r/pp6/2nBpp2/5qp1/3P2n1/2P2N1p/PP2BPP1/R2Q1RK1 w kq - 0 18,f3e5 f5f2 f1f2 h3h2 g1f1 h2h1q,2423,75,94,4071,advancedPawn deflection kingsideAttack long mate mateIn3 middlegame promotion sacrifice,https://lichess.org/Rf8ojOdf#35,Scandinavian_Defense Scandinavian_Defense_Main_Line
2JCf4,8/1RR2pk1/6p1/5b1p/5K1P/4P1P1/5r2/8 w - - 12 42,f4g5 f5d7 e3e4 f7f6,2422,93,89,1237,endgame mate mateIn2 quietMove short,https://lichess.org/EpYclHKr#83,
c4o8w,7Q/kp5P/2p5/8/2nP4/2Pq2P1/1K4P1/3N3R w - - 3 41,b2b3 d3b1 d1b2 b1b2 b3c4 b2b5,2422,80,93,1152,endgame long mate mateIn3,https://lichess.org/J4mYxZiT#81,
Q1Bpw,r7/2p5/p1k5/2N4p/2P2PrP/B3n3/P7/R1R4K w - - 1 31,c1c3 a8g8 c3e3 g4h4 e3h3 h4h3,2422,77,95,705,exposedKing long mate mateIn3 middlegame quietMove sacrifice,https://lichess.org/j5yiYtzy#61,
Eo2ON,r1bq1r2/ppp4k/2np3p/2b3pQ/2B1p3/2BP2P1/PPPN1n1N/R3KR2 b Q - 1 16,e4d3 c4g8 f8g8 h5f7 g8g7 f7g7,2422,79,80,172,long mate mateIn3 middlegame sacrifice,https://lichess.org/G3uxplfD/black#32,Italian_Game Italian_Game_Giuoco_Piano
QMqxJ,QR6/5p2/2N1pk2/3p2p1/3P2Pp/8/3nr1K1/8 w - - 2 43,g2h3 d2f3 c6b4 f3g1,2422,117,83,41,endgame mate mateIn2 short,https://lichess.org/2CWN0NIr#85,
