PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
iIGQu,1rb2rk1/4b1pp/1q2Pp2/p2p1N2/6Q1/8/PB4PP/1R5K b - - 1 25,g7g5 g4g5 f6g5 f5e7,2388,80,93,3610,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/6oZKbtvW/black#50,
pWR6a,r1b2r2/ppp2pk1/2nqp3/6BQ/3Pp2P/P1P1P3/P4PP1/R3K2R b KQ - 1 14,f8h8 g5f6 g7f6 h5g5,2388,83,93,1375,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/aLMTFOSX/black#28,Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack
r70vD,r2q1r1b/2p1pp1Q/p2p1kp1/3P1bN1/5Pn1/1B4P1/PPP3P1/2K1R3 b - - 2 24,h8g7 g5e4 f5e4 h7h4 g6g5 h4g5,2388,80,76,162,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/Yq1jJZjU/black#48,
FIML3,3r3k/pp4p1/2p1p1QB/4P2P/8/6R1/PP3qP1/3K4 w - - 1 28,d1c1 f2c5 g3c3 c5g1 c1c2 g1d1,2388,81,78,190,endgame long mate mateIn3,https://lichess.org/399LV7MG#55,
o7sB4,Q7/p2k1p2/2n1p2p/3p4/3Pn3/4P3/PP3qPK/2R5 b - - 11 28,c6d4 a8b7 d7e8 c1c8,2387,78,94,111,endgame mate mateIn2 short,https://lichess.org/mlKSbOuT/black#56,
P2GVI,8/5k1p/1Bn5/2Pp1p1K/3P4/6P1/4rP2/3R4 w - - 1 37,f2f4 e2h2 h5g5 c6e7 g3g4 h7h6,2387,78,93,598,endgame long mate mateIn3 quietMove,https://lichess.org/k1CGs2tk#73,
0rp94,3r2k1/1p1q2rp/p7/1bp1pP2/4P2Q/1PN1nN1R/1PP5/4K2R w - - 2 33,e1f2 g7g2 f2e3 d7d3 c2d3 d8d3,2387,78,93,3613,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/SiSZj5IY#65,
hWmha,r4rk1/ppp3pp/8/2qp4/6P1/2b1B1P1/PPQ2KP1/RN5R w - - 0 19,f2e2 c5c4 e2d1 f8f1 h1f1 c4f1,2387,81,92,3741,exposedKing long mate mateIn3 middlegame,https://lichess.org/lYoNfj8Q#37,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
GkfGU,r2Nk2r/2p3p1/p1np4/1p2p3/4P1n1/1B1P2p1/PPPN1bP1/R1BQ1RK1 w kq - 0 14,f1f2 g3f2 g1f1 h8h1 f1e2 c6d4,2387,94,90,1858,advancedPawn kingsideAttack long mate mateIn3 middlegame,https://lichess.org/o3akavYo#27,Ruy_Lopez Ruy_Lopez_Morphy_Defense
OEoCE,4Q3/1p4pk/2p4p/1R6/4P3/3n1PN1/2q2P1P/6K1 w - - 1 28,b5b7 c2f2 g1h1 f2e1 h1g2 d3f4,2387,77,93,3966,endgame long mate mateIn3,https://lichess.org/vdLNldNx#55,
IS5ip,6k1/p1pp3p/1p2p2r/4P3/P1PP1ppr/2P2PqP/3QRRP1/7K w - - 0 28,f3g4 h4h3 g2h3 g3h3 h1g1 h3h1,2387,89,89,1161,endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/aqJA1DVp#55,
y1Uz2,rnbr1k2/pp4pp/2p5/4B1N1/2B5/8/PPP1R1PP/2K4n b - - 6 17,c8g4 e5d6 d8d6 g5h7,2387,83,91,3287,mate mateIn2 middlegame sacrifice short,https://lichess.org/w5PFt0LR/black#34,Latvian_Gambit Latvian_Gambit_Other_variations
F3ITl,r1b2b1r/1p1k1ppp/p1n1p1n1/1N1p2B1/3P4/2PB1Q2/3NKPPP/q6R b - - 1 15,a1h1 f3d5 e6d5 d3f5 d7e8 b5c7,2387,84,97,420,long mate mateIn3 middlegame sacrifice,https://lichess.org/5yRS8Zcc/black#30,Horwitz_Defense Horwitz_Defense_Other_variations
7cquC,1k6/8/1PPK2p1/P5P1/8/5n1p/8/8 b - - 2 50,h3h2 a5a6 h2h1q c6c7 b8c8 b6b7,2387,80,90,1417,advancedPawn endgame exposedKing knightEndgame long mate mateIn3,https://lichess.org/fFZACfEP/black#100,
NEtng,1rb5/Qpk2p2/P1ppq3/8/2N1P3/1R1P1Pp1/1PP1R1P1/6Kr w - - 2 24,g1h1 e6h6 h1g1 h6c1 e2e1 c1e1,2387,79,78,168,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/jsPjwlDD#47,
dleHz,1b3r1k/1p4p1/6np/3R4/1P1np3/PQ2P3/1BR1KPP1/7q w - - 0 26,b2d4 f8f2 e2f2 b8g3 f2g3 h1h4,2387,77,94,1510,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/i6uBWSt8#51,
3zdOq,5k2/2b3pp/8/NR1Q1p1q/N3p3/4P1PP/P4P1K/2r5 w - - 1 32,b5c5 c7g3 h2g3 h5g5 g3h2 g5g1,2386,77,92,4144,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/C5tnZYMF#63,
69Va0,r1b2rk1/2qn1ppR/p2p4/1p2pN2/4P3/1BN1b3/PPP3P1/3K3R b - - 1 20,e3h6 h7g7 h6g7 f5e7,2386,80,79,122,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/pV3izOgj/black#40,
99Dta,rnb4r/1p1k1ppp/p2Np3/8/1B6/P7/2PR1nPP/2K2B2 b - - 5 20,f2g4 d6b5 d7c6 d2d6,2386,78,70,134,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/ljk1480s/black#40,
zD5oJ,3r2k1/1p2bpp1/4qPp1/8/p2n1B2/P1p3PP/2P2QB1/1K3R2 w - - 0 32,f6e7 e6b6 b1c1 d4e2 f2e2 b6b2,2385,85,81,99,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/Wprg4JbB#63,
V2SSQ,rnb3kr/6p1/1q2R3/p2R2p1/P7/1Pp2QPB/5b1P/7K b - - 0 25,c8e6 d5d8 b6d8 h3e6 g8h7 f3h5,2385,89,89,739,deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/4IN20Iwg/black#50,
3h4vJ,r4rk1/pp3ppp/3N2n1/3Pp2n/1P2Pb2/P2BB2q/3QNP2/2R2RK1 w - - 0 20,e3f4 g6h4 f2f3 h3g2,2385,84,85,57,mate mateIn2 middlegame quietMove short,https://lichess.org/PxLRMC8s#39,
9Xcau,r4rk1/4bpp1/1q2pn1P/4N1p1/p2P4/p1B2Q2/1P3P2/1K1R3R b - - 1 25,f6d5 f3f7 f8f7 h6h7 g8h8 e5f7,2385,99,90,522,advancedPawn kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CTcjMBiM/black#50,
3Or43,8/8/1R5p/2R2p1k/PP6/3b2K1/6PP/5r2 w - - 3 36,c5c6 f5f4 g3h3 f1f3 g2f3 d3f1,2385,74,93,4662,clearance endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/y2TAb7ez#71,
xej04,3K2k1/1Q3p1p/p2r4/4q3/8/8/P4PPP/R6R w - - 9 32,d8c8 e5e8 c8c7 e8d8,2384,90,53,46,endgame mate mateIn2 short,https://lichess.org/E8jFDDI8#63,
OAoXC,2k3r1/1pn1q3/p2p3Q/P2Pp2n/2N1P3/2N4p/2P4p/1R2R1K1 w - - 0 29,g1h2 g8g2 h2h3 g2g3 h3h2 e7h4,2384,78,94,4603,exposedKing long mate mateIn3 middlegame,https://lichess.org/G9jEPKW5#57,
bPLFX,3r3r/1b3R2/3q1n1k/p5Q1/P1BN4/1Pn2PP1/7P/R6K b - - 0 33,h6g5 f7g7 g5h6 d4f5 h6h5 c4f7,2384,79,82,261,fork long mate mateIn3 middlegame,https://lichess.org/Xuhl5StO/black#66,
Rqlza,8/p5k1/2p5/6p1/1Q1p1rK1/PP1Bb2P/2PN1r2/3R4 w - - 3 42,g4g5 f4e4 g5h5 f2f5,2384,93,88,999,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/zE4NLyGd#83,
zJe9O,2Q2r2/4kr2/p4n2/1p4R1/4p3/2P4P/1PK2P2/q7 b - - 7 36,a1e1 g5e5 e7d6 e5e6 d6d5 c8c6,2384,91,88,1004,endgame exposedKing long mate mateIn3,https://lichess.org/wwsZPwuW/black#72,
QHtQX,4k3/2R2p2/7R/3Q2p1/2KP4/1q2P1P1/1r3PP1/8 w - - 2 34,c4c5 b3b4 c5c6 b4b6,2384,77,93,4214,endgame mate mateIn2 short,https://lichess.org/kDNvuXyf#67,
aI5Kk,8/3R1pp1/1q6/pBb2N1Q/6P1/3P4/PPP2rk1/2K5 w - - 0 34,d7f7 f2f1 c1d2 c5b4 c2c3 b6f2,2384,92,90,117,clearance long mate mateIn3 middlegame,https://lichess.org/YHyhmir3#67,
XT6Kc,4rrk1/2p1bppp/8/1p6/6n1/1B1P1Q1P/1PP2PP1/R1B1RK1q w - - 3 20,f1e2 h1e1 e2e1 e7b4 e1d1 e8e1,2384,115,55,42,attraction doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/huc1W6Xd#39,
nCLps,5r2/ppp1k1pp/4P3/4p3/3nN2q/1B2K3/PPPP2PP/R1B2Q2 w - - 1 16,f1c4 h4f4 e3d3 f4f3 g2f3 f8f3,2383,99,42,32,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/NMfH6uIk#31,Italian_Game Italian_Game_Two_Knights_Defense
nbEep,r4r2/4qp2/2b2P1k/3n4/p1n1N2P/P5Q1/1Pp1p1P1/2K4R b - - 0 29,e7e5 g3g7 h6h5 g2g4,2383,172,37,8,mate mateIn2 middlegame short,https://lichess.org/Z9RwPWuI/black#58,
Pk24q,r3nr2/6k1/p1q1p1P1/1pp1P1b1/2P5/3n1P2/PP5Q/1K5R b - - 0 28,f8f3 h2h8 g7g6 h8h7,2383,78,90,443,mate mateIn2 middlegame short,https://lichess.org/OV3NxWbv/black#56,
TYZef,q5k1/p4ppp/8/8/3b4/P1N2nPP/1P3P1K/1R1Q4 w - - 1 25,h2g2 f3e1 g2f1 a8g2 f1e1 g2f2,2383,78,93,4962,attackingF2F7 doubleCheck endgame long mate mateIn3 sacrifice,https://lichess.org/X90MoZT3#49,
4PGLY,r4k1Q/1pq2P2/p2p4/2pPr1PB/Pn2P3/2N3pb/1P3bP1/5R1K b - - 2 28,f8e7 h8e8 a8e8 f7e8q,2383,77,93,3989,advancedPawn master mate mateIn2 middlegame promotion short,https://lichess.org/9HKjhUPA/black#56,
zyWOC,4rk2/1p1b1p1p/pQ6/3p1p2/5P2/2rB2R1/q5PP/1R4K1 b - - 5 27,c3d3 b6d6 e8e7 d6h6 f8e8 g3g8,2383,83,93,5926,backRankMate fork long mate mateIn3 middlegame,https://lichess.org/y35XBpKs/black#54,
MWnVx,8/pp6/2p3q1/2npp3/8/2P1r3/PP2k2R/K6Q b - - 17 39,e2d3 h1f1 d3e4 h2h4 g6g4 h4g4,2383,93,90,1172,endgame long mate mateIn3,https://lichess.org/tZK4EIFw/black#78,
NwK0H,5k2/pb3pbQ/4B1p1/p2pP1N1/3P1P2/1P1nBKP1/P1q5/8 w - - 5 35,e6f7 d3e1 f3g4 c2f5 g4h4 e1g2,2383,85,90,448,long mate mateIn3 middlegame,https://lichess.org/7KCW1sCa#69,
CkHzP,1Q6/3r1k1p/3P2p1/3B1p2/2P4K/3P4/8/6q1 b - - 2 47,f7f6 b8b2 g1d4 b2d4,2383,88,89,1185,endgame mate mateIn2 short,https://lichess.org/9YgMbl9N/black#94,
9prRH,1k1r3r/ppRn4/3BB1b1/1N1P2pn/8/8/P2N1P2/b5K1 b - - 0 28,a7a6 c7c8 b8c8 b5a7,2382,77,92,3741,attraction doubleCheck mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/esXChV6r/black#56,
VWSAw,r5r1/1p3bpk/2p1p2p/p5N1/P1q2P1P/3n1Q2/1P3P1R/5KR1 b - - 5 30,h6g5 h4g5 h7g6 f4f5 e6f5 f3h5,2382,75,93,4302,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/yV0hgCea/black#60,
h1wG5,r2k4/4q2p/p3P1p1/2pNQ3/1pPp2P1/8/P4r1P/n3K2b b - - 4 27,e7h4 e5d6 d8e8 d5c7,2382,84,94,2159,mate mateIn2 middlegame short,https://lichess.org/Rg1WUfMw/black#54,
a6vhu,r2r4/1R1bkpp1/4p3/2N1P3/pBpP1Pp1/8/5K1P/8 b - - 1 34,a4a3 c5a6 e7e8 a6c7,2382,78,68,171,discoveredAttack endgame mate mateIn2 short,https://lichess.org/4CpFDdQF/black#68,
a1xKq,r3r3/7k/p2p1R2/1pp4Q/P3q3/7P/6P1/7K b - - 3 43,h7g7 h5f7 g7h8 f6h6 e4h7 h6h7,2382,79,91,666,endgame exposedKing long mate mateIn3,https://lichess.org/MYxg8qNo/black#86,
H5AP3,r4k2/5p1p/p2p2pN/8/6Q1/5N1P/1r3qPK/4R3 b - - 1 26,a8a7 e1e8 f8e8 g4c8 e8e7 h6g8,2382,81,93,2849,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/wtAWmR0G/black#52,
pR8VU,2Q5/4p3/5p2/2kp4/1pqN3P/4P1P1/r4P2/6K1 b - - 1 45,c5d6 c8d8 d6c5 d8c7,2382,101,76,50,endgame mate mateIn2 short,https://lichess.org/LQdeKUuw/black#90,
nWv9F,3qr3/pp5Q/4k3/8/PP1p3b/3P1bNP/r5P1/4R1K1 b - - 7 29,e6d5 h7b7 d5d6 g3f5,2381,79,93,3417,mate mateIn2 middlegame short,https://lichess.org/ARV1d5u4/black#58,
Lmakq,2rq1rk1/pb1nb1p1/1p2p3/3pP1PQ/5B2/2P5/PP3PP1/2KR3R b - - 2 18,f8f4 h5h8 g8f7 g5g6 f7g6 h8h5,2381,81,94,6160,attraction kingsideAttack long mate mateIn3 middlegame,https://lichess.org/Tbj5zWiv/black#36,Horwitz_Defense Horwitz_Defense_Other_variations
9ZFkU,r7/p3R2p/1p4pk/2pP4/Q7/2N2r1K/PPP2q2/6R1 w - - 1 32,h3g4 f3g3 g1g3 f2f5 g4h4 f5h5,2381,80,77,193,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/Ka1Z2SK5#63,
7inN2,2k4r/1p1r1qp1/2B5/2Rb2P1/Q4p1p/7P/PP3K2/2R5 b - - 0 32,d5c6 a4a8 c8c7 c5c6 b7c6 c1c6,2381,77,93,2779,long master mate mateIn3 middlegame,https://lichess.org/ZrgLzeUG/black#64,
ex3ZW,4r1k1/1p3p2/pBpR4/3Pb1p1/2P3n1/P1N4P/1P4P1/6K1 w - - 1 27,d6d7 e5d4 b6d4 e8e1,2381,80,89,949,clearance endgame mate mateIn2 sacrifice short,https://lichess.org/uffn3Emo#53,
EHprp,r5nr/ppN2Rp1/3p3p/3B4/1k2P1b1/3PP1P1/P1P4q/1R2K3 b - - 1 18,b4c3 c7b5 c3c2 b5a3 c2d3 b1b3,2381,78,93,121,long mate mateIn3 middlegame sacrifice,https://lichess.org/v9ODAHRs/black#36,Three_Knights_Opening Three_Knights_Opening_Other_variations
1Ved5,r1bR4/pp3k2/2p1p3/4qpQ1/3P4/1P6/PK6/8 b - - 0 33,e5f6 g5g8 f7e7 g8e8,2381,78,92,4442,endgame mate mateIn2 short,https://lichess.org/VPqxLgtm/black#66,
iUlN4,2r1k2r/1b3ppp/p3p3/1p1pNPq1/3Pn3/2PB1Q2/PPK3P1/R6R w k - 0 19,f5e6 c8c3 b2c3 g5d2 c2b1 e4c3,2381,77,95,152,deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/RVkm7Pxc#37,
hOjWm,rnbq2r1/bpp3P1/p1kpp3/P4p2/1P1P1P2/N1PBQ3/5PP1/R3K2R b KQ - 3 21,g8g7 d4d5 e6d5 b4b5 a6b5 d3b5,2381,78,93,560,long mate mateIn3 middlegame,https://lichess.org/aN00uPQG/black#42,
OG3VJ,5rk1/5pp1/2ppq2p/4b3/1PP1PB1n/1Q1P2KP/P4P2/R6R w - - 1 25,f4e5 e6g6 g3h2 g6g2,2381,80,77,99,mate mateIn2 middlegame short,https://lichess.org/Jic4Ueuj#49,
3cdhp,r3k3/b1p2p2/pp6/2PPp3/1P4Bq/4B1p1/P6r/1RQ1R1K1 w q - 4 27,g4f3 h2f2 e3f2 h4h2 g1f1 h2f2,2380,74,92,2583,clearance exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/5LVRfoI0#53,
gAGGV,r1b1k2N/p1pp2pp/8/2n1p3/1pBn1q2/2KP4/PPP3PP/RNBQ3R w q - 0 13,c3b4 a7a5 b4a3 d4b5 c4b5 f4b4,2380,86,94,86,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/seBrYjYc#25,Italian_Game Italian_Game_Two_Knights_Defense
hQ8IT,1k3r1r/n6p/4q1p1/1PR5/P2pBp2/3P1N1b/6P1/2Q2K2 b - - 0 29,h3f5 c1f4 e6d6 f4d6,2380,78,91,3073,mate mateIn2 middlegame queensideAttack short,https://lichess.org/pP1xx8Sa/black#58,
jDIQR,4r1k1/Q6p/5np1/8/4p1q1/NP3n2/PBPPKP1P/R4R2 w - - 7 21,b2f6 f3d4 e2e3 d4f5,2380,79,76,204,doubleCheck mate mateIn2 middlegame short,https://lichess.org/UmS7hAJt#41,
STtGo,8/q4ppk/7p/1p6/4P3/1PQ2PP1/1PRr3P/6K1 w - - 4 41,g1h1 a7f2 c3g7 h7g7 h2h3 d2d1,2379,79,94,1213,endgame long mate mateIn3,https://lichess.org/J8mQkWw6#81,
vo9xw,8/1P1N1pk1/B1R1p3/3p2p1/4n1K1/1r6/7P/8 w - - 1 39,h2h4 f7f5 g4h5 b3h3 b7b8q h3h4,2379,91,89,1168,endgame long mate mateIn3,https://lichess.org/VXyRb8xR#77,
5YbxN,8/4p2k/3p2p1/p2P4/5nQ1/PP3B2/6KP/2q5 w - - 5 46,g2g3 c1e1 g3f4 e1e5,2379,77,94,4771,endgame master mate mateIn2 sacrifice short,https://lichess.org/YkMZcERo#91,
QDRWh,r7/ppn2kp1/2pQbpn1/q1B1p3/4PP2/8/2P2K2/3R1BN1 b - - 0 24,c7b5 d6e6 f7e6 f1c4,2379,77,92,5267,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/TXU5qmhi/black#48,
pjlsB,1Q5r/5p1p/R3k3/3p2p1/3Pp1n1/4b1P1/1Bq3NP/7K b - - 4 27,e6f5 b8e5 g4e5 g2e3,2379,95,82,72,deflection mate mateIn2 middlegame sacrifice short,https://lichess.org/ZYR6bom3/black#54,
zNIX5,r7/pp1R2p1/7k/3q1r2/5P2/1P4Q1/5R2/6K1 b - - 0 30,d5d7 f2h2 f5h5 h2h5 h6h5 g3g5,2379,94,88,427,attraction endgame exposedKing long mate mateIn3,https://lichess.org/ifN8sncW/black#60,
DUHWl,5bnr/p1p2pkp/3q1B2/1r2Np2/3P3P/6Q1/PP3PP1/n2KR3 b - - 1 20,g7f6 e5d7 d6d7 g3g5,2379,75,93,1539,mate mateIn2 middlegame sacrifice short,https://lichess.org/jkrpCJGY/black#40,
6Ktn4,5r2/p4k1p/1q3b1P/2pp1Q2/8/2P5/PP4P1/4R2K b - - 2 30,f8e8 f5h5 f7g8 h5e8,2379,102,89,1760,deflection endgame mate mateIn2 short,https://lichess.org/aZMeeVgw/black#60,
EKQnp,8/1p3Q1p/6pk/p2p4/4r3/1q3N2/5P1P/2R3K1 w - - 1 37,c1c7 e4g4 g1f1 b3d3 f1e1 g4e4,2378,77,95,4164,endgame long mate mateIn3,https://lichess.org/X8EMBtOY#73,
DIZSg,4Q3/4p1k1/1P1p1p2/3P3p/3BKP1b/7P/4q3/8 w - - 3 43,e4f5 e7e6 e8e6 e2d3 e6e4 d3h3,2378,76,91,3408,endgame fork long mate mateIn3,https://lichess.org/xNpzvF2p#85,
npz2D,2kr2r1/Qbp2p2/2n1p3/2R5/1qBP1Bpp/4P3/1P3PPP/2R3K1 b - - 4 25,c6a7 c5c7 c8b8 c7c8 b8c8 c4e6,2378,77,91,818,attraction doubleCheck long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/iFibT92m/black#50,
aKTRT,r2q3r/pb3kpQ/4p1n1/2n1P3/P1p5/8/3B2PP/R4RK1 b - - 0 21,f7e7 h7g7 e7e8 g7f7,2378,81,89,518,fork mate mateIn2 middlegame short,https://lichess.org/s9M6wPW0/black#42,
5pkL7,2k5/ppp5/8/3q2np/3PR1p1/2PQ1rN1/PP6/R6K w - - 5 33,e4e5 f3f1 h1h2 f1f2 h2g1 g5h3,2378,77,92,2887,doubleCheck exposedKing long mate mateIn3 middlegame,https://lichess.org/l4WQWf3q#65,
6lHdM,8/bpp3k1/p2p1p2/3P1pN1/1PP5/P1Q2nR1/8/4r2K w - - 0 31,h1g2 e1e2 g2f1 e2f2,2378,78,91,946,endgame mate mateIn2 short,https://lichess.org/rJRRyL9I#61,
LHMlA,2r2rk1/pp1q1ppp/4p3/3pB3/3P4/1PnR1Q2/P4PPP/5RK1 b - - 1 23,c3a2 f3f6 g7f6 d3g3 g8h8 e5f6,2378,77,94,4331,clearance intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/dMnIHQn5/black#46,
kdhKy,2kr1bnr/pp3ppp/8/q1p5/1n2bB2/1QN2N2/PP3PPP/R3KB1R w KQ - 0 12,c3e4 b4c2 e1e2 a5a6 b3b5 a6b5,2378,89,89,1479,doubleCheck long mate mateIn3 opening,https://lichess.org/BHBiykht#23,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
XvWVv,4r3/ppp2k1p/5np1/5K2/2P2P2/2N1b3/PP4PP/R4B1R w - - 0 18,f5g5 e8e5 g5h4 e3f2 g2g3 e5h5,2378,93,86,132,long mate mateIn3 middlegame pin,https://lichess.org/VZG4868v#35,Scandinavian_Defense Scandinavian_Defense_Portuguese_Variation
ANoDV,r1b2r1Q/2p1qk1R/p2p1p2/1p6/4P1P1/5P2/PPP1B3/2K5 b - - 3 22,f7g6 h7g7 e7g7 h8h5,2378,84,88,735,clearance fork mate mateIn2 middlegame sacrifice short,https://lichess.org/sJ1CLGJ5/black#44,
oMeUl,6rr/5p2/Q1k1p3/3pPp2/P1q2P1p/8/6PP/2R4K b - - 4 36,c6c5 c1c4 d5c4 a6d6,2378,77,89,1364,endgame mate mateIn2 short,https://lichess.org/8qwFoD1N/black#72,
QtwNi,r4rk1/ppp3pp/3Np3/8/3Q3q/1P2P2n/PBP3P1/R4RK1 w - - 0 17,g1h2 h3f4 h2g1 f4e2,2378,134,53,38,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/sGCo3uHT#33,Englund_Gambit Englund_Gambit_Other_variations
nRlk4,r2r2k1/p1p2pp1/3b3p/6R1/1PB1Q3/7q/2P2R2/6K1 b - - 0 29,d8e8 g5g7 g8g7 f2f7 g7h8 f7h7,2378,78,93,4718,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/3Jxp3xl0/black#58,
xnEsA,5B2/R5pk/2P4p/3n1p2/1P1b4/P2B1P2/7r/2K5 w - - 1 38,c6c7 d4b2 c1d1 d5e3 d1e1 b2c3,2377,85,90,158,endgame exposedKing long mate mateIn3,https://lichess.org/rCV7dQ47#75,
zH5Jv,8/8/1R1p4/8/3P3p/r1k3pP/6P1/5K2 w - - 1 45,b6d6 c3d2 d6e6 a3a1 e6e1 a1e1,2377,75,93,4241,endgame long mate mateIn3 rookEndgame,https://lichess.org/2jpeMJXz#89,
EzGfU,1k5r/N1r1n3/Qp3p2/4q1p1/R3P1p1/P6P/1P3P2/5RK1 b - - 0 30,h8h3 a6b6 c7b7 b6d8 e7c8 d8c8,2377,79,76,138,exposedKing long mate mateIn3 middlegame queensideAttack,https://lichess.org/NpPL6jfb/black#60,
9peeu,3r1rk1/p4p1p/1p2p1P1/3n4/5P2/2p3R1/P1qBQ1P1/4R1K1 b - - 0 24,c2d2 g6f7 g8h8 e2e5 d5f6 e5f6,2377,83,58,222,advancedPawn doubleCheck long mate mateIn3 middlegame,https://lichess.org/PZi3D9WE/black#48,
dP1sw,1q4k1/1P3p2/3n1Kpp/3B4/1Q6/8/1P3PPP/8 w - - 14 41,f6e7 b8c7 e7f6 d6e8,2377,93,88,206,endgame mate mateIn2 short,https://lichess.org/IoCHAYce#81,
TnQrc,7r/1p6/1p3kP1/3p1P2/P7/1P1R3n/2r3N1/R6K w - - 0 37,g2e3 h3g5 h1g1 g5f3 g1f1 h8h1,2377,87,53,81,discoveredAttack endgame exposedKing long master mate mateIn3,https://lichess.org/hrcLThmJ#73,
ZMmcc,r1b4k/pp5p/n2B1n2/3Pp3/5q1N/1P4rP/P6K/R2QRB2 w - - 1 23,d6e5 f4f2 f1g2 g3h3,2377,80,83,94,master mate mateIn2 middlegame pin short,https://lichess.org/7mILBcsX#45,
B9unh,5r2/4pp2/k1R5/1p1P4/pR2B1b1/Pn2b3/1P4P1/5K2 b - - 3 38,a6a5 b4b5 a5b5 e4d3 b5a5 c6a6,2376,82,93,4754,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/41ech1Fv/black#76,
10JxA,3r1r1k/pbq2pp1/1p2p2p/2b1N2n/2P4Q/1PB3RP/P4PP1/1B2R1K1 b - - 8 28,h5g3 h4h6 g7h6 e5f7 h8g8 f7h6,2376,74,93,5055,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/BWmN1bjF/black#56,
rHXud,4rb1r/p1pqk1p1/1p1p3p/3Pn3/3P1QbP/8/PPP3P1/RNB2RK1 b - - 0 15,e5g6 f4g5 h6g5 c1g5,2376,75,92,858,mate mateIn2 middlegame sacrifice short,https://lichess.org/jAbMSpII/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
gzp77,r2q1rk1/pp3p2/2np3p/2bNp2b/2B5/3Q3P/PPPN1P1K/5R2 b - - 0 17,c6e7 d5f6 g8g7 d3h7 g7f6 d2e4,2376,81,89,3219,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/jW9XtYrQ/black#34,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted
cvqsz,6k1/2p1P2p/1p3Kp1/p2p4/3Q1P1q/2P1RP2/8/1b6 w - - 5 38,f6e5 h4h5 f4f5 h5f5,2376,105,85,1140,endgame mate mateIn2 short,https://lichess.org/k675k6oR#75,
Ux3wh,r1bq3r/pppk3p/3pQ3/8/1bB1P3/3P4/PP2KPPP/nN5R b - - 3 19,d7c6 e6d5 c6d7 d5f5 d7c6 f5b5,2375,80,66,196,long mate mateIn3 middlegame,https://lichess.org/FQTKB5gM/black#38,Italian_Game Italian_Game_Giuoco_Pianissimo
moJlk,r5k1/pbppn1pp/1p2p2r/1P3p2/2PP4/P1QBPPqP/3B2P1/R5RK w - - 5 19,d3f1 b7f3 g2f3 h6h3 f1h3 g3h3,2375,80,86,463,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/GiMawsxR#37,Nimzo-Indian_Defense Nimzo-Indian_Defense_Normal_Variation
bWOLu,q6r/pp1b2pp/3b2k1/2p1Pp2/2Bn4/4B3/PP4PP/R2Q1RK1 b - - 0 18,d6e5 d1g4 f5g4 c4f7,2375,76,94,4030,mate mateIn2 middlegame sacrifice short,https://lichess.org/2Jxl8Oq5/black#36,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
Jq0ep,3r2r1/7p/p1R2n2/1kR1B1q1/1P2B3/P5Pb/5P1P/6K1 b - - 8 27,b5a4 e4c2 a4a3 c5a5 a3b4 e5c3,2375,76,92,4106,long mate mateIn3 middlegame sacrifice,https://lichess.org/29Lx2Csp/black#54,
